name,PH,BOD,SS,T-N,T-P,date,TOC,DO,EC (MS/CM),수온
수원천,7.696666666666666,1.933333333333333,11.633333333333333,8.805333333333335,0.0783333333333333,2015-01-01,,,,
원천리천,7.653333333333333,2.333333333333333,2.466666666666667,6.658,0.1633333333333333,2015-01-01,,,,
서호천,7.786666666666666,2.333333333333333,3.5666666666666664,9.906,0.0986666666666666,2015-01-01,,,,
황구지천,7.693333333333332,2.3666666666666667,3.866666666666666,7.422666666666667,0.1636666666666666,2015-01-01,,,,
수원천,7.766666666666667,1.0333333333333332,0.9333333333333332,7.231999999999999,0.077,2015-02-01,,,,
원천리천,7.57,1.6333333333333335,4.266666666666667,8.459999999999999,0.1643333333333333,2015-02-01,,,,
서호천,7.960000000000001,2.1333333333333333,4.6000000000000005,8.528,0.1213333333333333,2015-02-01,,,,
황구지천,7.580000000000001,2.2666666666666666,4.966666666666667,7.654000000000001,0.2299999999999999,2015-02-01,,,,
수원천,8.0,2.2,4.7,4.849,0.012,2015-03-01,,,,
원천리천,7.8,3.0,6.1,7.169,0.159,2015-03-01,,,,
서호천,7.9,2.7,11.1,6.052,0.065,2015-03-01,,,,
황구지천,7.6,2.8,15.9,16.223,0.129,2015-03-01,,,,
수원천,8.2,0.9,2.767,3.424,0.061,2015-04-01,,,,
원천리천,7.57,1.633,4.2,4.048,0.116,2015-04-01,,,,
서호천,7.9,1.867,32.7,5.56,0.098,2015-04-01,,,,
황구지천,7.83,3.9,20.9,3.772,0.122,2015-04-01,,,,
수원천,7.87,1.167,2.933,2.517,0.023,2015-05-01,,,,
원천리천,7.47,1.833,5.133,2.999,0.121,2015-05-01,,,,
서호천,7.5,3.567,8.633,5.543,0.058,2015-05-01,,,,
황구지천,7.57,5.767,26.267,3.848,0.136,2015-05-01,,,,
수원천,7.93,1.167,2.667,2.28,0.015,2015-06-01,,,,
원천리천,7.87,2.0,6.2,4.144,0.137,2015-06-01,,,,
서호천,7.97,2.167,8.033,5.442,0.039,2015-06-01,,,,
황구지천,7.7,6.667,22.333,2.299,0.105,2015-06-01,,,,
수원천,7.97,1.6,8.1,1.691,0.017,2015-07-01,,,,
원천리천,7.57,1.8,5.2,4.534,0.239,2015-07-01,,,,
서호천,7.8,2.6,5.8,5.388,0.053,2015-07-01,,,,
황구지천,8.4,11.8,33.8,1.769,0.157,2015-07-01,,,,
수원천,8.03,4.0,7.9,3.018,0.045,2015-08-01,,,,
원천리천,7.73,2.2,3.9,3.221,0.287,2015-08-01,,,,
서호천,8.0,3.8,11.0,6.146,0.134,2015-08-01,,,,
황구지천,8.03,5.9,32.7,1.598,0.135,2015-08-01,,,,
수원천,8.23,1.1,8.7,2.378,0.033,2015-09-01,,,,
원천리천,7.83,1.1,4.9,3.502,0.174,2015-09-01,,,,
서호천,8.07,3.7,11.4,5.852,0.124,2015-09-01,,,,
황구지천,7.97,14.0,62.7,2.437,0.134,2015-09-01,,,,
수원천,8.3,1.2,1.9,2.171,0.034,2015-10-01,,,,
원천리천,8.3,1.3,2.6,3.823,0.274,2015-10-01,,,,
서호천,8.2,2.3,5.7,6.451,0.252,2015-10-01,,,,
황구지천,8.3,3.2,12.4,5.267,0.134,2015-10-01,,,,
수원천,7.7,0.5,1.5,3.334,0.027,2015-11-01,,,,
원천리천,7.2,1.6,4.5,4.069,0.406,2015-11-01,,,,
서호천,7.7,2.0,6.2,6.898,0.075,2015-11-01,,,,
황구지천,8.0,2.8,26.3,3.644,0.086,2015-11-01,,,,
수원천,7.8,0.7,0.8,4.911,0.008,2015-12-01,,,,
원천리천,7.6,1.5,3.3,3.845,0.047,2015-12-01,,,,
서호천,7.7,2.4,5.6,8.217,0.107,2015-12-01,,,,
황구지천,7.6,3.6,26.8,4.362,0.099,2015-12-01,,,,
수원천,7.8,0.4,1.2,7.341,0.012,2016-01-01,3.0,,,
원천리천,7.63,2.6,3.5,6.216,0.142,2016-01-01,8.47,,,
서호천,7.63,2.1,7.0,9.22,0.123,2016-01-01,7.67,,,
황구지천,7.73,2.5,8.8,8.105,0.11,2016-01-01,5.53,,,
수원천,7.3,1.7,0.5,6.666,0.02,2016-02-01,2.67,,,
원천리천,7.17,4.3,3.1,11.537,0.143,2016-02-01,7.9,,,
서호천,7.63,1.9,33.5,8.648,0.074,2016-02-01,6.63,,,
황구지천,7.77,2.8,13.7,7.667,0.154,2016-02-01,4.87,,,
수원천,7.0,0.5,1.5,3.41,0.022,2016-03-01,1.53,,,
원천리천,7.5,4.5,5.1,4.212,0.136,2016-03-01,6.37,,,
서호천,7.5,1.8,3.7,4.829,0.085,2016-03-01,4.57,,,
황구지천,7.73,5.5,26.3,1.844,0.177,2016-03-01,4.93,,,
수원천,7.97,0.7,3.1,4.948,0.031,2016-04-01,2.0,,,
원천리천,7.43,6.7,5.2,10.407,0.126,2016-04-01,6.93,,,
서호천,7.8,2.0,4.4,9.784,0.094,2016-04-01,4.53,,,
황구지천,7.43,4.2,25.6,6.72,0.226,2016-04-01,5.33,,,
수원천,7.97,1.2,7.2,3.933,0.045,2016-05-01,2.43,,,
원천리천,7.8,3.2,6.0,3.267,0.221,2016-05-01,3.07,,,
서호천,8.0,2.0,5.3,7.6,0.086,2016-05-01,3.3,,,
황구지천,7.83,4.6,27.9,4.933,0.2,2016-05-01,5.2,,,
수원천,7.73,0.9,1.7,3.033,0.024,2016-06-01,3.1,,,
원천리천,7.17,1.4,5.5,4.367,0.156,2016-06-01,3.533,,,
서호천,7.77,1.4,2.8,8.067,0.087,2016-06-01,4.967,,,
황구지천,7.17,4.3,30.7,7.767,0.215,2016-06-01,1.167,,,
수원천,7.83,1.3,5.7,2.633,0.057,2016-07-01,2.967,,,
원천리천,7.6,1.2,5.5,2.233,0.156,2016-07-01,2.4,,,
서호천,8.1,1.5,4.4,5.933,0.114,2016-07-01,3.567,,,
황구지천,7.5,3.0,24.1,4.367,0.169,2016-07-01,4.133,,,
수원천,7.7,1.9,2.3,3.633,0.057,2016-08-01,2.033,,,
원천리천,7.27,3.9,6.7,2.567,0.118,2016-08-01,3.433,,,
서호천,7.57,4.4,9.1,6.5,0.14,2016-08-01,3.967,,,
황구지천,7.3,5.4,19.3,2.467,0.193,2016-08-01,4.867,,,
수원천,7.3,1.7,4.1,3.567,0.048,2016-09-01,1.9,,,
원천리천,7.33,2.5,7.7,4.067,0.417,2016-09-01,3.667,,,
서호천,7.6,3.4,8.3,7.567,0.083,2016-09-01,3.767,,,
황구지천,7.4,3.9,14.4,3.133,0.142,2016-09-01,3.4,,,
수원천,7.23,1.5,3.3,3.533,0.041,2016-10-01,3.1,,,
원천리천,7.3,1.9,4.8,4.2,0.35,2016-10-01,5.0,,,
서호천,7.5,2.4,5.7,8.667,0.156,2016-10-01,4.933,,,
황구지천,7.43,2.5,10.9,6.933,0.161,2016-10-01,4.267,,,
수원천,7.73,0.5,0.4,4.3,0.021,2016-11-01,1.133,,,
원천리천,7.3,2.8,4.7,7.533,0.249,2016-11-01,5.6,,,
서호천,7.63,0.9,3.2,8.5,0.054,2016-11-01,3.767,,,
황구지천,7.87,2.8,12.3,2.867,0.138,2016-11-01,4.233,,,
수원천,7.57,0.6,1.0,3.533,0.032,2016-12-01,2.067,,,
원천리천,7.37,1.9,5.8,5.233,0.241,2016-12-01,4.7,,,
서호천,7.57,1.0,2.4,7.8,0.069,2016-12-01,3.367,,,
황구지천,7.73,2.1,8.0,2.9,0.148,2016-12-01,3.067,,,
수원천_중류(매세교),7.8,2.7300000000000004,0.9999999999999432,7.8544726301735635,0.0160521042084167,2017-01-01,1.8,,,
수원천_중류(매세교),7.3,4.5,1.0,7.635668789808916,0.0925607863424728,2017-02-01,1.822,,,
수원천_중류(매세교),7.5,5.1,6.400000000000035,5.53953488372093,0.1369215491559087,2017-03-01,2.226,,,
수원천_중류(매세교),7.6,1.7400000000000002,4.8000000000000105,4.017,0.02,2017-04-01,2.301,,,
수원천_중류(매세교),7.6,2.804999999999999,10.0,2.429,0.017,2017-05-01,2.181,,,
수원천_중류(매세교),7.6,6.3,7.1999999999999895,1.516,0.046,2017-06-01,4.543,,,
수원천_중류(매세교),7.5,5.2,0.8000000000000114,4.9030000000000005,0.055,2017-07-01,4.757,,,
수원천_중류(매세교),7.4,3.1,5.500000000000044,4.72,0.081,2017-08-01,2.223,,,
수원천_중류(매세교),7.9,1.2,0.4,6.61,0.066,2017-09-01,1.7,,,
수원천_중류(매세교),8.1,2.4,4.0,5.086,0.004,2017-10-01,1.41,,,
수원천_중류(매세교),8.1,1.1,2.3999999999999773,4.784,0.006,2017-11-01,1.416,,,
수원천_중류(매세교),7.9,2.0,2.0,4.801,0.018,2017-12-01,1.619,,,
원천천_하류(대황교),6.7,4.380000000000003,6.000000000000085,7.040186915887849,0.0773747494989979,2017-01-01,3.7,,,
원천천_하류(대황교),7.0,12.7,2.5,9.728025477707009,0.0329643041903776,2017-02-01,5.624,,,
원천천_하류(대황교),7.4,1.9,1.6000000000000227,11.581395348837209,0.0725719960278054,2017-03-01,5.356,,,
원천천_하류(대황교),7.6,1.7249999999999992,4.399999999999977,11.217,0.071,2017-04-01,5.064,,,
원천천_하류(대황교),8.1,1.049999999999999,9.60000000000002,3.206,0.055,2017-05-01,2.88,,,
원천천_하류(대황교),8.1,1.4,9.199999999999989,2.844,0.058,2017-06-01,4.107,,,
원천천_하류(대황교),7.3,1.7,0.1999999999999886,3.064,0.023,2017-07-01,3.941,,,
원천천_하류(대황교),7.7,3.2,13.000000000000114,2.216,0.089,2017-08-01,3.137,,,
원천천_하류(대황교),7.7,1.2,1.6,2.97,0.037,2017-09-01,2.3,,,
원천천_하류(대황교),8.0,3.5,2.999999999999972,3.113,0.064,2017-10-01,2.479,,,
원천천_하류(대황교),7.9,1.6,2.800000000000012,3.306,0.038,2017-11-01,2.616,,,
원천천_하류(대황교),7.8,15.1,5.0,5.904,0.048,2017-12-01,5.252,,,
서호천_중류(한마루교),7.9,2.0249999999999995,2.0000000000000284,8.268585131894485,0.0383756345177666,2017-01-01,3.8,,,
서호천_중류(한마루교),7.1,1.4,3.200000000000045,6.685314685314685,0.0444642857142857,2017-02-01,3.24,,,
서호천_중류(한마루교),7.4,2.8,7.600000000000023,6.915128006206361,0.0389092711948437,2017-03-01,3.774,,,
서호천_중류(한마루교),7.6,3.3,6.200000000000017,7.051,0.028,2017-04-01,4.084,,,
서호천_중류(한마루교),7.6,2.25,4.8000000000000105,6.26,0.031,2017-05-01,3.431,,,
서호천_중류(한마루교),7.7,1.9,3.1999999999999886,6.064,0.044,2017-06-01,5.94,,,
서호천_중류(한마루교),7.5,2.0,0.8000000000000114,3.401,0.374,2017-07-01,5.932,,,
서호천_중류(한마루교),7.8,2.5,1.0000000000000853,4.468,0.056,2017-08-01,2.571,,,
서호천_중류(한마루교),8.0,1.2,1.2,5.45,0.042,2017-09-01,2.9,,,
서호천_중류(한마루교),8.2,2.3,4.499999999999957,7.804,0.031,2017-10-01,3.23,,,
서호천_중류(한마루교),8.0,2.3,3.500000000000014,8.184,0.04,2017-11-01,3.241,,,
서호천_중류(한마루교),8.1,2.3,7.1999999999999895,7.146,0.034,2017-12-01,3.327,,,
여천,7.6,0.8100000000000014,5.0,1.0210071942446042,1.0144169768148636e-16,2017-01-01,1.4,,,
여천,6.7,1.5,2.800000000000012,1.3499300699300698,0.0266071428571428,2017-02-01,2.78,,,
여천,7.3,1.5,2.3999999999999773,1.0688372093023255,0.090446871896723,2017-03-01,2.503,,,
여천,6.8,1.2,2.7999999999999825,0.713,0.012,2017-04-01,2.469,,,
여천,7.9,2.0249999999999995,7.1999999999999895,0.64,0.017,2017-05-01,1.462,,,
여천,7.8,0.8,5.1999999999999895,0.927,0.023,2017-06-01,3.647,,,
여천,6.9,2.2,12.800000000000011,2.925,0.03,2017-07-01,4.505,,,
여천,7.9,1.2,6.499999999999987,1.223,0.019,2017-08-01,1.854,,,
여천,7.9,3.5,2.4,0.92,0.019,2017-09-01,1.8,,,
여천,7.7,3.9,2.5,0.876,0.008,2017-10-01,1.545,,,
여천,7.5,1.4,4.0,0.769,0.062,2017-11-01,1.576,,,
여천,7.9,4.4,5.999999999999943,2.717,0.055,2017-12-01,2.219,,,
황구지천_하류(기안교),7.2,3.0,10.0,5.806542056074766,0.1296793587174348,2017-01-01,3.8,,,
황구지천_하류(기안교),7.3,10.7,19.000000000000057,5.9159235668789805,0.2024418003103983,2017-02-01,6.553,,,
황구지천_하류(기안교),7.3,2.6,5.1999999999999895,5.260465116279069,0.0779344587884807,2017-03-01,3.403,,,
황구지천_하류(기안교),7.9,8.2,30.80000000000001,6.662,0.219,2017-04-01,4.141,,,
황구지천_하류(기안교),8.3,3.825000000000001,9.199999999999989,4.259,0.182,2017-05-01,4.22,,,
황구지천_하류(기안교),7.9,5.8,13.60000000000002,3.027,0.196,2017-06-01,9.295,,,
황구지천_하류(기안교),7.4,5.0,14.000000000000057,2.718,0.118,2017-07-01,7.308,,,
황구지천_하류(기안교),7.9,4.9,20.999999999999947,3.009,0.074,2017-08-01,2.799,,,
황구지천_하류(기안교),7.7,7.2,10.0,3.61,0.087,2017-09-01,2.6,,,
황구지천_하류(기안교),7.6,3.0,15.0,3.083,0.118,2017-10-01,2.463,,,
황구지천_하류(기안교),7.8,4.8,4.000000000000057,5.024,0.088,2017-11-01,2.566,,,
황구지천_하류(기안교),7.7,3.3,21.000000000000085,4.709,0.078,2017-12-01,2.656,,,
서호천_하류(농대교),7.5,3.3299999999999983,10.999999999999943,8.834579439252336,0.0521242484969939,2017-01-01,4.2,,,
서호천_하류(농대교),7.3,14.5,6.000000000000013,9.49872611464968,0.1074599068804965,2017-02-01,3.913,,,
서호천_하류(농대교),7.8,5.0,8.399999999999979,6.956810631229234,0.0582720953326713,2017-03-01,4.998,,,
서호천_하류(농대교),8.3,4.020000000000001,12.400000000000034,7.007,0.078,2017-04-01,4.504,,,
서호천_하류(농대교),8.3,2.8949999999999982,10.800000000000011,5.774,0.062,2017-05-01,3.494,,,
서호천_하류(농대교),8.4,5.0,10.39999999999998,4.451,0.049,2017-06-01,6.603,,,
서호천_하류(농대교),7.3,4.2,9.200000000000044,3.283,0.196,2017-07-01,6.442,,,
서호천_하류(농대교),8.3,0.6,9.000000000000057,4.003,0.092,2017-08-01,2.939,,,
서호천_하류(농대교),7.7,5.3,22.0,4.06,0.07,2017-09-01,3.0,,,
서호천_하류(농대교),7.8,4.8,15.0,4.713,0.076,2017-10-01,3.076,,,
서호천_하류(농대교),8.1,3.2,2.0000000000000284,5.974,0.065,2017-11-01,3.067,,,
서호천_하류(농대교),8.1,4.4,12.000000000000028,6.448,0.064,2017-12-01,3.56,,,
가산천,7.9,1.799999999999999,9.000000000000057,5.192645883293364,0.0347208121827412,2017-01-01,3.0,,,
가산천,6.6,2.8,9.60000000000002,2.8055944055944058,0.0444642857142857,2017-02-01,2.865,,,
가산천,7.4,4.0,5.2000000000000455,5.295348837209302,0.1083217477656405,2017-03-01,6.162,,,
가산천,7.0,1.7,3.599999999999966,2.03,0.017,2017-04-01,3.53,,,
가산천,7.3,3.8400000000000007,17.0,4.93,0.061,2017-05-01,3.123,,,
가산천,7.8,1.9,4.0,5.798,0.016,2017-06-01,4.43,,,
가산천,7.0,1.3,2.0,3.136,0.014,2017-07-01,4.915,,,
가산천,7.8,1.7,7.000000000000028,2.333,0.043,2017-08-01,2.251,,,
가산천,8.0,0.8,0.4,1.89,0.029,2017-09-01,1.4,,,
가산천,7.7,4.0,0.4999999999999716,2.703,0.033,2017-10-01,1.403,,,
가산천,7.7,1.1,2.400000000000034,5.796,0.096,2017-11-01,1.817,,,
가산천,7.9,7.8,5.0,5.55,0.026,2017-12-01,3.932,,,
원천천_중류(백년교),7.8,2.3099999999999987,2.999999999999972,3.675700934579439,0.062945891783567,2017-01-01,3.4,,,
원천천_중류(백년교),6.8,2.8,2.800000000000012,3.612587412587412,0.0283928571428571,2017-02-01,4.029,,,
원천천_중류(백년교),7.8,10.4,8.0,8.720930232558137,0.0922343594836147,2017-03-01,4.111,,,
원천천_중류(백년교),7.9,3.705000000000001,10.800000000000011,5.29,0.065,2017-04-01,4.296,,,
원천천_중류(백년교),8.2,1.950000000000001,6.400000000000035,2.039,0.062,2017-05-01,2.406,,,
원천천_중류(백년교),8.3,1.9,3.200000000000045,2.336,0.056,2017-06-01,5.178,,,
원천천_중류(백년교),7.5,2.0,2.800000000000012,1.757,0.045,2017-07-01,4.886,,,
원천천_중류(백년교),7.8,1.7,20.0,1.713,0.037,2017-08-01,2.157,,,
원천천_중류(백년교),7.9,1.5,0.4,2.83,0.055,2017-09-01,2.7,,,
원천천_중류(백년교),7.9,3.8,2.999999999999972,4.384,0.083,2017-10-01,2.816,,,
원천천_중류(백년교),7.8,1.1,3.1999999999999886,3.164,0.06,2017-11-01,2.748,,,
원천천_중류(백년교),7.9,3.5,2.3999999999999773,7.498,0.046,2017-12-01,3.449,,,
원천천_상류(원천교),7.7,2.1300000000000026,7.999999999999972,4.040186915887849,0.0791783567134267,2017-01-01,3.5,,,
원천천_상류(원천교),6.8,2.1,5.2000000000000455,3.095104895104895,0.0301785714285714,2017-02-01,1.824,,,
원천천_상류(원천교),7.6,5.6,5.600000000000023,12.581395348837209,0.1297715988083416,2017-03-01,4.875,,,
원천천_상류(원천교),7.2,3.5,3.8000000000000114,7.327,0.149,2017-04-01,4.958,,,
원천천_상류(원천교),7.9,2.385000000000001,4.399999999999977,4.299,0.32,2017-05-01,3.422,,,
원천천_상류(원천교),7.9,4.3,6.0,3.244,0.065,2017-06-01,5.432,,,
원천천_상류(원천교),7.4,4.0,12.0,2.773,0.065,2017-07-01,5.504,,,
원천천_상류(원천교),7.4,3.1,7.999999999999972,1.763,0.026,2017-08-01,2.089,,,
원천천_상류(원천교),7.8,1.4,2.8,2.73,0.052,2017-09-01,2.5,,,
원천천_상류(원천교),7.9,4.5,3.500000000000014,3.992,0.073,2017-10-01,2.63,,,
원천천_상류(원천교),7.7,1.6,4.399999999999977,3.514,0.11,2017-11-01,2.787,,,
원천천_상류(원천교),7.9,3.5,4.399999999999977,6.194,0.07,2017-12-01,3.081,,,
중보교_합류(서호천합류점),7.9,3.900000000000002,18.0,9.199065420560746,0.1098396793587173,2017-01-01,4.0,,,
중보교_합류(서호천합류점),7.2,8.1,10.500000000000044,36.31528662420382,4.232281427832385,2017-02-01,9.305,,,
중보교_합류(서호천합류점),7.7,11.1,16.399999999999977,36.48837209302325,3.803773584905661,2017-03-01,11.49,,,
중보교_합류(서호천합류점),8.0,5.625000000000001,32.400000000000034,19.493,4.098,2017-04-01,7.864,,,
중보교_합류(서호천합류점),8.0,5.580000000000001,4.399999999999977,9.54,1.53,2017-05-01,6.234,,,
중보교_합류(서호천합류점),8.4,4.7,8.800000000000011,1.521,1.137,2017-06-01,13.2,,,
중보교_합류(서호천합류점),6.8,4.3,8.0,4.334,0.563,2017-07-01,9.413,,,
중보교_합류(서호천합류점),8.1,3.6,0.9999999999999432,5.288,0.668,2017-08-01,3.208,,,
중보교_합류(서호천합류점),7.7,5.9,16.0,9.44,0.82,2017-09-01,3.0,,,
중보교_합류(서호천합류점),7.8,5.4,11.000000000000089,2.692,1.072,2017-10-01,3.286,,,
중보교_합류(서호천합류점),8.3,5.6,20.0,9.628,0.842,2017-11-01,3.98,,,
중보교_합류(서호천합류점),8.1,11.3,61.99999999999989,16.69,1.485,2017-12-01,8.9,,,
영화천,7.1,1.6349999999999998,7.000000000000028,8.07399794450154,0.0347208121827412,2017-01-01,3.6,,,
영화천,7.1,2.5,6.0,7.84055944055944,0.0426785714285714,2017-02-01,3.918,,,
영화천,7.1,2.0,2.3999999999999773,5.406982156710628,0.031769955379276,2017-03-01,3.456,,,
영화천,7.3,2.414999999999999,6.0,7.013,0.043,2017-04-01,3.754,,,
영화천,7.7,2.4750000000000005,5.599999999999965,6.57,0.06,2017-05-01,2.994,,,
영화천,7.6,3.3,5.1999999999999895,5.71,0.035,2017-06-01,5.591,,,
영화천,7.4,3.5,0.3999999999999772,4.122,0.519,2017-07-01,6.932,,,
영화천,7.9,1.6,0.3999999999999772,5.182,0.015,2017-08-01,2.566,,,
영화천,8.0,3.4,2.0,5.66,0.026,2017-09-01,2.9,,,
영화천,8.1,5.1,4.500000000000028,6.964,0.019,2017-10-01,3.055,,,
영화천,8.0,2.1,11.999999999999886,7.372,0.028,2017-11-01,3.2,,,
영화천,8.1,2.3,12.800000000000011,6.604,0.02,2017-12-01,3.043,,,
서호천_하류(중보교),7.9,3.960000000000001,15.0,7.993457943925233,0.0936072144288576,2017-01-01,3.7,,,
서호천_하류(중보교),7.3,5.8,6.000000000000013,7.721656050955413,0.0497258147956543,2017-02-01,3.808,,,
서호천_하류(중보교),7.3,2.4,2.0,6.916943521594683,0.0260973187686197,2017-03-01,3.434,,,
서호천_하류(중보교),7.9,2.925,6.8000000000000105,6.295,0.057,2017-04-01,3.813,,,
서호천_하류(중보교),8.0,1.4699999999999995,4.399999999999977,4.502,0.027,2017-05-01,3.156,,,
서호천_하류(중보교),7.9,3.8,7.599999999999965,3.438,0.038,2017-06-01,5.411,,,
서호천_하류(중보교),7.2,4.5,9.60000000000002,3.197,0.098,2017-07-01,4.517,,,
서호천_하류(중보교),7.9,4.8,4.000000000000057,3.627,0.09,2017-08-01,2.893,,,
서호천_하류(중보교),7.8,4.0,13.0,3.76,0.065,2017-09-01,2.9,,,
서호천_하류(중보교),7.8,4.1,7.5,4.481,0.214,2017-10-01,1.887,,,
서호천_하류(중보교),8.1,1.8,1.599999999999966,3.482,0.024,2017-11-01,1.472,,,
서호천_하류(중보교),8.0,4.3,10.999999999999943,4.5440000000000005,0.078,2017-12-01,2.25,,,
일월저수지_유하후,6.8,2.594999999999997,0.9999999999999432,9.979856115107912,0.0365482233502539,2017-01-01,4.0,,,
